"Clave","Tipo","Resumen","Estado","Prioridad","Epic","Epic summary","Clave padre","Resumen padre","Sprint","Creador","Informador","Asignado","Creada","Actualizada","Fecha de vencimiento","Fecha de inicio","Story points","Votos","Clasificación","Color de la incidencia","Categoría de estado","Categoría de estado cambiada","Descripción"
"SGS-90","Task","HU-06.03 Diseñar Dashboard CLIENT","Por hacer","High","SGS-84","EPIC-06 Paneles de Control Personalizados","SGS-84","EPIC-06 Paneles de Control Personalizados","Sprint 6","Alexander Rodriguez","Alexander Rodriguez","Alexander Rodriguez","18/08/2026 11:27","18/08/2026 11:27","15/09/2026 00:00","18/08/2026 00:00","2","0","0|i000kn:","","Por hacer","18/ago/26 11:27 AM","*Como* cliente, *quiero* ver mis empeños y participación en subastas *para* dar seguimiento a mis operaciones."
"SGS-91","Sub-task","Diseñar dashboard CLIENT y control de acceso","Por hacer","High","SGS-84","EPIC-06 Paneles de Control Personalizados","SGS-90","HU-06.03 Diseñar Dashboard CLIENT","Sprint 6","Alexander Rodriguez","Alexander Rodriguez","Alexander Rodriguez","18/08/2026 11:28","18/08/2026 11:28","15/09/2026 00:00","18/08/2026 00:00","1","0","0|i000kv:","","Por hacer","18/ago/26 11:28 AM","Mostrar sus empeños activos (con badges de estado), próximos pagos, estado de prendas en custodia, participación en subastas activas. Ocultar información financiera de otros clientes mediante control de ownership. Aplicar filtros por user_id/customer_id en servidor para impedir IDOR. Devolver 403 cuando un cliente intente consultar recursos de otro usuario."
"SGS-92","Sub-task","Integrar gráficos con Chart.js","Por hacer","High","SGS-84","EPIC-06 Paneles de Control Personalizados","SGS-90","HU-06.03 Diseñar Dashboard CLIENT","Sprint 6","Alexander Rodriguez","Alexander Rodriguez","Alexander Rodriguez","18/08/2026 11:29","18/08/2026 11:29","15/09/2026 00:00","18/08/2026 00:00","0","0","0|i000l3:","","Por hacer","18/ago/26 11:29 AM","Crear gráficos de evolución de intereses (Chart.js), distribución de estados de empeños (torta), evolución de subastas (línea). Cargar datos desde endpoints PHP. Manejar estado vacío/error sin bloquear el dashboard. Usar paleta de colores corporativos."
"SGS-93","Epic","EPIC-07 Notificaciones Automáticas y Alertas","Por hacer","High","SGS-93","EPIC-07 Notificaciones Automáticas y Alertas",,,,"Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:30","18/08/2026 11:30","15/09/2026 00:00","18/08/2026 00:00","0","0","0|i000lb:","orange","Por hacer","18/ago/26 11:30 AM","Módulo encargado de las notificaciones internas para pagos próximos a vencer, vencimientos y eventos de subasta. Persistencia en MySQL y visualización en centro de notificaciones."
"SGS-94","Task","HU-07.01 Implementar Centro de Notificaciones","Por hacer","High","SGS-93","EPIC-07 Notificaciones Automáticas y Alertas","SGS-93","EPIC-07 Notificaciones Automáticas y Alertas","Sprint 7","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:31","18/08/2026 11:31","15/09/2026 00:00","18/08/2026 00:00","2","0","0|i000lj:","","Por hacer","18/ago/26 11:31 AM","*Como* usuario, *quiero* recibir notificaciones automáticas *para* estar informado sobre eventos importantes del sistema."
"SGS-95","Sub-task","Crear tabla notifications","Por hacer","High","SGS-93","EPIC-07 Notificaciones Automáticas y Alertas","SGS-94","HU-07.01 Implementar Centro de Notificaciones","Sprint 7","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:32","18/08/2026 11:32","15/09/2026 00:00","18/08/2026 00:00","1","0","0|i000lr:","","Por hacer","18/ago/26 11:32 AM","Crear tabla notifications (id, user_id, type, title, message, reference, read_at, created_at). Añadir índices por usuario/estado/fecha. Tipos: 'vencimiento', 'subasta_puja', 'subasta_ganada', 'subasta_perdida', 'compra_directa', 'sistema'."
"SGS-96","Sub-task","Implementar generación de notificaciones","Por hacer","High","SGS-93","EPIC-07 Notificaciones Automáticas y Alertas","SGS-94","HU-07.01 Implementar Centro de Notificaciones","Sprint 7","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:33","18/08/2026 11:33","15/09/2026 00:00","18/08/2026 00:00","1","0","0|i000lz:","","Por hacer","18/ago/26 11:33 AM","Detectar contratos próximos a vencer (5 y 3 días) y crear notificaciones evitando duplicados. Notificar eventos de subasta: puja superada (al cliente que pujó y al que fue superado), compra directa (al ganador), finalización y resultado. Validar destinatario y referencia antes de insertar."
"SGS-97","Sub-task","Diseñar centro de notificaciones","Por hacer","High","SGS-93","EPIC-07 Notificaciones Automáticas y Alertas","SGS-94","HU-07.01 Implementar Centro de Notificaciones","Sprint 7","Alexander Rodriguez","Alexander Rodriguez","Alexander Rodriguez","18/08/2026 11:34","18/08/2026 11:34","15/09/2026 00:00","18/08/2026 00:00","0","0","0|i000m7:","","Por hacer","18/ago/26 11:34 AM","Crear campana en navbar con contador de no leídas y panel desplegable. Notificaciones nuevas destacadas con fondo suave. Advertencias en #FFC107, errores en #DC3545, éxito en #198754. Implementar marcado como leído (una o todas). Actualizar contador mediante fetch/AJAX polling cada 30 segundos."
"SGS-98","Epic","EPIC-08 Reportes Financieros y Configuración","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración",,,,"Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:35","18/08/2026 11:35","15/09/2026 00:00","18/08/2026 00:00","0","0","0|i000mf:","dark_yellow","Por hacer","18/ago/26 11:35 AM","Módulo encargado de los reportes financieros avanzados con filtros, exportación CSV, gráficos y configuración del sistema. Solo OWNER puede modificar configuración y acceder a información financiera global."
"SGS-99","Task","HU-08.01 Implementar Reportes Financieros","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-98","EPIC-08 Reportes Financieros y Configuración","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:36","18/08/2026 11:36","15/09/2026 00:00","18/08/2026 00:00","3","0","0|i000mn:","","Por hacer","18/ago/26 11:36 AM","*Como* dueño, *quiero* consultar reportes financieros avanzados *para* analizar el desempeño del negocio."
"SGS-100","Sub-task","Diseñar pantalla de reportes","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-99","HU-08.01 Implementar Reportes Financieros","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Alexander Rodriguez","18/08/2026 11:37","18/08/2026 11:37","15/09/2026 00:00","18/08/2026 00:00","1","0","0|i000mv:","","Por hacer","18/ago/26 11:37 AM","Crear encabezado con título 'Reportes Financieros', filtros superiores (categoría, estado, rango de fechas, producto), tabla de resultados y zona de gráficos. Filtros en controles Bootstrap. Botón 'Aplicar' dorado #D4AF37 y 'Exportar CSV' azul marino #0B192C."
"SGS-101","Sub-task","Implementar filtros avanzados","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-99","HU-08.01 Implementar Reportes Financieros","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:38","18/08/2026 11:38","15/09/2026 00:00","18/08/2026 00:00","1","0","0|i000n3:","","Por hacer","18/ago/26 11:38 AM","Filtrar por categoría de prenda, estado de contrato, rango de fechas y producto. Usar consultas parametrizadas sobre items/contracts/payments/auctions. Validar fechas, rangos y valores permitidos. Devolver errores de filtro sin ejecutar consultas inválidas."
"SGS-102","Sub-task","Implementar métricas financieras","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-99","HU-08.01 Implementar Reportes Financieros","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:39","18/08/2026 11:39","15/09/2026 00:00","18/08/2026 00:00","1","0","0|i000nb:","","Por hacer","18/ago/26 11:39 AM","Calcular: capital prestado (total de contratos activos), intereses generados (acumulado de payments), pagos realizados, montos de subastas (ventas), distribución de liquidaciones (70/10/20). Evitar doble conteo mediante agregaciones separadas. Respetar permisos OWNER. Devolver JSON estructurado para el frontend."
"SGS-103","Task","HU-08.02 Exportar Reportes y Gráficos","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-98","EPIC-08 Reportes Financieros y Configuración","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:40","18/08/2026 11:40","15/09/2026 00:00","18/08/2026 00:00","2","0","0|i000nj:","","Por hacer","18/ago/26 11:40 AM","*Como* dueño, *quiero* exportar reportes y visualizar gráficos *para* analizar los datos de forma interactiva."
"SGS-104","Sub-task","Implementar exportación CSV","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-103","HU-08.02 Exportar Reportes y Gráficos","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:41","18/08/2026 11:41","15/09/2026 00:00","18/08/2026 00:00","1","0","0|i000nr:","","Por hacer","18/ago/26 11:41 AM","Crear endpoint PHP que genere CSV con encabezados, escape correcto de comas/comillas y UTF-8. Aplicar los mismos filtros del reporte. Validar autorización antes de generar la descarga. Forzar descarga con header('Content-Type: text/csv')."
"SGS-105","Sub-task","Diseñar gráficos financieros","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-103","HU-08.02 Exportar Reportes y Gráficos","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Alexander Rodriguez","18/08/2026 11:42","18/08/2026 11:42","15/09/2026 00:00","18/08/2026 00:00","0","0","0|i000nz:","","Por hacer","18/ago/26 11:42 AM","Crear gráficos con Chart.js: evolución de intereses (línea), distribución por estado (torta), distribución por categorías (barras), evolución de subastas (línea). Ubicar debajo de filtros y encima de la tabla. Mostrar estado vacío si no existen datos."
"SGS-106","Task","HU-08.03 Configurar Sistema y Parámetros","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-98","EPIC-08 Reportes Financieros y Configuración","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:43","18/08/2026 11:43","15/09/2026 00:00","18/08/2026 00:00","2","0","0|i000o7:","","Por hacer","18/ago/26 11:43 AM","*Como* dueño, *quiero* configurar los parámetros del sistema *para* ajustar el negocio según mis necesidades."
"SGS-107","Sub-task","Crear tabla system_settings","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-106","HU-08.03 Configurar Sistema y Parámetros","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:44","18/08/2026 11:44","15/09/2026 00:00","18/08/2026 00:00","1","0","0|i000of:","","Por hacer","18/ago/26 11:44 AM","Crear tabla system_settings (id, setting_key, setting_value, description, updated_by, updated_at). Validar claves permitidas (interest_rate, direct_buy_margin, auction_grace_days, default_term, etc.). Validar rangos numéricos y rol OWNER. Registrar fecha/usuario de modificación."
"SGS-108","Sub-task","Diseñar formulario de configuración","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-106","HU-08.03 Configurar Sistema y Parámetros","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Alexander Rodriguez","18/08/2026 11:45","18/08/2026 11:45","15/09/2026 00:00","18/08/2026 00:00","0","0","0|i000on:","","Por hacer","18/ago/26 11:45 AM","Crear panel OWNER con campos: Tasa de Interés (%), Margen de Compra Directa (%), Días de Gracia para Subasta, Plazo Predeterminado (meses). Botón 'Guardar' dorado #D4AF37, modal de confirmación y alerta verde tras actualización exitosa."
"SGS-109","Task","HU-08.04 Pruebas Integrales y Documentación","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-98","EPIC-08 Reportes Financieros y Configuración","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:46","18/08/2026 11:46","15/09/2026 00:00","18/08/2026 00:00","3","0","0|i000ov:","","Por hacer","18/ago/26 11:46 AM","*Como* equipo de desarrollo, *quiero* realizar pruebas integrales y documentar el sistema *para* garantizar la calidad del producto final."
"SGS-110","Sub-task","Ejecutar pruebas de seguridad y carga","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-109","HU-08.04 Pruebas Integrales y Documentación","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:47","18/08/2026 11:47","15/09/2026 00:00","18/08/2026 00:00","1","0","0|i000p3:","","Por hacer","18/ago/26 11:47 AM","Ejecutar pruebas de autenticación, permisos, empeños, pagos, valuación, inventario, subastas concurrentes, notificaciones, reportes y exportación. Verificar CSRF, SQLi, XSS, IDOR, uploads y control de sesiones. Probar responsive, instalación PWA, caché de assets y comportamiento offline básico."
"SGS-111","Sub-task","Documentar despliegue en InfinityFree","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-109","HU-08.04 Pruebas Integrales y Documentación","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Gunnar Pecho","18/08/2026 11:48","18/08/2026 11:48","15/09/2026 00:00","18/08/2026 00:00","1","0","0|i000pb:","","Por hacer","18/ago/26 11:48 AM","Documentar subida de archivos (FTP), configuración de base MySQL (phpMyAdmin), credenciales fuera del repositorio, permisos de uploads (755), URL base, HTTPS y comprobaciones posteriores al despliegue. No depender de Composer/CLI en producción."
"SGS-112","Sub-task","Crear manual de usuario","Por hacer","High","SGS-98","EPIC-08 Reportes Financieros y Configuración","SGS-109","HU-08.04 Pruebas Integrales y Documentación","Sprint 8","Alexander Rodriguez","Alexander Rodriguez","Alexander Rodriguez","18/08/2026 11:49","18/08/2026 11:49","15/09/2026 00:00","18/08/2026 00:00","1","0","0|i000pj:","","Por hacer","18/ago/26 11:49 AM","Documentar flujos de OWNER, EMPLOYEE y CLIENT: login, registro de empeño, valuación, inventario, subastas, notificaciones, reportes. Incluir capturas de pantalla. Registrar criterios de aceptación y evidencias de pruebas en formato PDF."
